rodada,time,pontos
27,HEXEN,37.06
27,"Iron Jegue FC",48.50
27,"JHN JAMAICA 2018",87.90
27,JNBTeam,58.45
27,"L.A.R.1 Club",1.57
27,LFBoleiros,35.27
27,"Mais um ano sem título FC",37.55
27,Miister'Rei!,47.96
27,"PANKADA FC",47.85
27,"Paulinho dj",89.03
27,"RAMB006 FC",45.83
27,"ramos lm fc",39.00
27,"SEM EXPECTATIVAS F.C.",58.36
27,"SOCANDO A BUXA F.C",52.76
27,"SP - TIME GRANDE NÃO CAI",32.36
27,"Sub-100 FC",53.25
27,"Turquissimo FC",52.56
27,Ultiminho,51.76
27,Waysys,62.16
28,"3M F.",55.50
28,"amigos do maraca",68.95
28,"Baldexx FC",52.04
28,"Cambridge United Fcc",52.63
28,Canabisativa50,67.30
28,"Careca Master FC",44.80
28,"Chama no como e que chama",75.90
28,"Club Atlético Não Para",79.80
28,"CoelhoLoko F.C",57.20
28,COELHOLOKOFEST,63.90
28,"Couto Azarão",60.75
28,"De Quebrada10 FC",45.20
28,"E.C TuaMãe",73.00
28,HEXEN,55.85
28,"Iron Jegue FC",45.38
28,"JHN JAMAICA 2018",46.27
28,JNBTeam,63.10
28,"L.A.R.1 Club",43.75
28,LFBoleiros,42.87
28,"Mais um ano sem título FC",70.64
28,Miister'Rei!,105.85
28,"PANKADA FC",58.70
28,"Paulinho dj",49.50
28,"RAMB006 FC",67.40
28,"ramos lm fc",53.80
28,"SEM EXPECTATIVAS F.C.",39.60
28,"SOCANDO A BUXA F.C",65.22
28,"SP - TIME GRANDE NÃO CAI",48.18
28,"Sub-100 FC",74.90
28,"Turquissimo FC",76.75
28,Ultiminho,54.40
28,Waysys,58.70
29,"3M F.",71.45
29,"amigos do maraca",76.83
29,"Baldexx FC",45.20
29,"Cambridge United Fcc",66.65
29,Canabisativa50,75.83
29,"Careca Master FC",15.70
29,"Chama no como e que chama",68.57
29,"Club Atlético Não Para",85.45
29,"CoelhoLoko F.C",99.55
29,COELHOLOKOFEST,80.03
29,"Couto Azarão",100.65
29,"De Quebrada10 FC",53.97
29,"E.C TuaMãe",82.73
29,HEXEN,43.38
29,"Iron Jegue FC",91.25
29,"JHN JAMAICA 2018",86.95
29,JNBTeam,82.13
29,"L.A.R.1 Club",30.83
29,LFBoleiros,17.35
29,"Mais um ano sem título FC",79.50
29,Miister'Rei!,85.03
29,"PANKADA FC",28.47
29,"Paulinho dj",58.05
29,"RAMB006 FC",66.25
29,"ramos lm fc",20.32
29,"SEM EXPECTATIVAS F.C.",94.63
29,"SOCANDO A BUXA F.C",64.93
29,"SP - TIME GRANDE NÃO CAI",62.42
29,"Sub-100 FC",77.75
29,"Turquissimo FC",81.85
29,Ultiminho,90.30
29,Waysys,63.45
30,"3M F.",101.06
30,"amigos do maraca",94.46
30,"Baldexx FC",31.96
30,"Cambridge United Fcc",57.96
30,Canabisativa50,79.76
30,"Careca Master FC",45.50
30,"Chama no como e que chama",87.26
30,"Club Atlético Não Para",70.36
30,"CoelhoLoko F.C",87.56
30,COELHOLOKOFEST,96.36
30,"Couto Azarão",81.85
30,"De Quebrada10 FC",79.46
30,"E.C TuaMãe",83.86
30,HEXEN,73.71
30,"Iron Jegue FC",116.31
30,"JHN JAMAICA 2018",67.21
30,JNBTeam,86.96
30,"L.A.R.1 Club",45.28
30,LFBoleiros,26.80
30,"Mais um ano sem título FC",10.16
30,Miister'Rei!,34.36
30,"PANKADA FC",30.21
30,"Paulinho dj",85.86
30,"RAMB006 FC",100.76
30,"ramos lm fc",22.25
30,"SEM EXPECTATIVAS F.C.",97.51
30,"SOCANDO A BUXA F.C",64.16
30,"SP - TIME GRANDE NÃO CAI",45.06
30,"Sub-100 FC",72.66
30,"Turquissimo FC",80.96
30,Ultiminho,71.65
30,Waysys,30.66
31,"3M F.",56.65
31,"amigos do maraca",75.03
31,"Baldexx FC",26.97
31,"Cambridge United Fcc",83.93
31,Canabisativa50,73.73
31,"Careca Master FC",11.20
31,"Chama no como e que chama",93.45
31,"Club Atlético Não Para",78.83
31,"CoelhoLoko F.C",60.31
31,COELHOLOKOFEST,75.03
31,"Couto Azarão",63.93
31,"De Quebrada10 FC",89.37
31,"E.C TuaMãe",78.33
31,HEXEN,44.23
31,"Iron Jegue FC",56.61
31,"JHN JAMAICA 2018",66.33
31,JNBTeam,81.73
31,"L.A.R.1 Club",38.94
31,LFBoleiros,36.26
31,"Mais um ano sem título FC",26.77
31,Miister'Rei!,65.73
31,"PANKADA FC",83.63
31,"Paulinho dj",62.93
31,"RAMB006 FC",73.23
31,"ramos lm fc",34.56
31,"SEM EXPECTATIVAS F.C.",65.63
31,"SOCANDO A BUXA F.C",27.67
31,"SP - TIME GRANDE NÃO CAI",33.86
31,"Sub-100 FC",81.93
31,"Turquissimo FC",64.87
31,Ultiminho,62.53
31,Waysys,63.86
32,"3M F.",50.47
32,"amigos do maraca",63.07
32,"Baldexx FC",39.49
32,"Cambridge United Fcc",60.67
32,Canabisativa50,68.35
32,"Careca Master FC",43.10
32,"Chama no como e que chama",68.43
32,"Club Atlético Não Para",74.47
32,"CoelhoLoko F.C",65.37
32,COELHOLOKOFEST,61.97
32,"Couto Azarão",73.25
32,"De Quebrada10 FC",42.88
32,"E.C TuaMãe",54.87
32,HEXEN,67.07
32,"Iron Jegue FC",61.08
32,"JHN JAMAICA 2018",84.87
32,JNBTeam,71.47
32,"L.A.R.1 Club",25.59
32,LFBoleiros,44.01
32,"Mais um ano sem título FC",11.09
32,Miister'Rei!,84.37
32,"PANKADA FC",39.73
32,"Paulinho dj",74.25
32,"RAMB006 FC",80.27
32,"ramos lm fc",47.83
32,"SEM EXPECTATIVAS F.C.",69.95
32,"SOCANDO A BUXA F.C",33.81
32,"SP - TIME GRANDE NÃO CAI",41.13
32,"Sub-100 FC",67.07
32,"Turquissimo FC",63.97
32,Ultiminho,50.23
32,Waysys,27.75
33,"3M F.",38.76
33,"amigos do maraca",32.46
33,"Baldexx FC",21.38
33,"Cambridge United Fcc",29.94
33,Canabisativa50,49.14
33,"Careca Master FC",39.40
33,"Chama no como e que chama",52.70
33,"Club Atlético Não Para",59.24
33,"CoelhoLoko F.C",48.76
33,COELHOLOKOFEST,48.34
33,"Couto Azarão",51.00
33,"De Quebrada10 FC",42.12
33,"E.C TuaMãe",41.86
33,HEXEN,36.34
33,"Iron Jegue FC",39.66
33,"JHN JAMAICA 2018",18.00
33,JNBTeam,68.24
33,"L.A.R.1 Club",37.78
33,LFBoleiros,26.90
33,"Mais um ano sem título FC",48.18
33,Miister'Rei!,58.24
33,"PANKADA FC",78.54
33,"Paulinho dj",31.46
33,"RAMB006 FC",50.44
33,"ramos lm fc",19.39
33,"SEM EXPECTATIVAS F.C.",56.84
33,"SOCANDO A BUXA F.C",20.63
33,"SP - TIME GRANDE NÃO CAI",51.11
33,"Sub-100 FC",66.84
33,"Turquissimo FC",51.86
33,Ultiminho,21.29
33,Waysys,30.93
34,"3M F.",84.83
34,"amigos do maraca",111.00
34,"Baldexx FC",37.62
34,"Cambridge United Fcc",53.60
34,Canabisativa50,68.40
34,"Careca Master FC",31.30
34,"Chama no como e que chama",59.47
34,"Club Atlético Não Para",74.12
34,"CoelhoLoko F.C",80.20
34,COELHOLOKOFEST,85.92
34,"Couto Azarão",64.52
34,"De Quebrada10 FC",52.23
34,"E.C TuaMãe",82.13
34,HEXEN,62.34
34,"Iron Jegue FC",76.60
34,"JHN JAMAICA 2018",53.53
34,JNBTeam,78.00
34,"L.A.R.1 Club",43.31
34,LFBoleiros,38.17
34,"Mais um ano sem título FC",68.12
34,Miister'Rei!,85.02
34,"PANKADA FC",70.80
34,"Paulinho dj",69.02
34,"RAMB006 FC",80.34
34,"ramos lm fc",53.10
34,"SEM EXPECTATIVAS F.C.",70.60
34,"SOCANDO A BUXA F.C",105.00
34,"SP - TIME GRANDE NÃO CAI",30.12
34,"Sub-100 FC",83.10
34,"Turquissimo FC",85.30
34,Ultiminho,50.03
34,Waysys,103.20
35,"3M F.",49.81
35,"amigos do maraca",89.99
35,"Baldexx FC",36.15
35,"Cambridge United Fcc",44.41
35,Canabisativa50,89.69
35,"Careca Master FC",69.90
35,"Chama no como e que chama",54.85
35,"Club Atlético Não Para",98.65
35,"CoelhoLoko F.C",81.35
35,COELHOLOKOFEST,57.65
35,"Couto Azarão",57.25
35,"De Quebrada10 FC",65.95
35,"E.C TuaMãe",69.75
35,HEXEN,60.01
35,"Iron Jegue FC",78.40
35,"JHN JAMAICA 2018",31.61
35,JNBTeam,63.75
35,"L.A.R.1 Club",47.65
35,LFBoleiros,38.18
35,"Mais um ano sem título FC",27.35
35,Miister'Rei!,67.25
35,"PANKADA FC",88.89
35,"Paulinho dj",82.49
35,"RAMB006 FC",53.35
35,"ramos lm fc",13.25
35,"SEM EXPECTATIVAS F.C.",76.21
35,"SOCANDO A BUXA F.C",57.15
35,"SP - TIME GRANDE NÃO CAI",70.61
35,"Sub-100 FC",73.09
35,"Turquissimo FC",75.19
35,Ultiminho,53.86
35,Waysys,78.31
36,COELHOLOKOFEST,98.85
36,"Sub-100 FC",86.55
37,"Club Atlético Não Para",100.25
37,"Turquissimo FC",94.15
38,JNBTeam,80.65
38,Miister'Rei!,111.45
39,"amigos do maraca",108.15
39,"E.C TuaMãe",104.45
40,"Club Atlético Não Para",80.70
40,COELHOLOKOFEST,66.10
41,"amigos do maraca",47.15
41,Miister'Rei!,81.45
42,"amigos do maraca",76.58
42,COELHOLOKOFEST,68.18
43,"Club Atlético Não Para",70.68
43,Miister'Rei!,64.55
